招聘岗位,企业名称,工作城市,工作区域,最低月薪_元,最高月薪_元,中位月薪_元,经验段,经验年限下限,经验年限上限,学历层级,AI标签列表,主要AI方向,岗位摘要,核心技能列表,招聘发布日期,发布月份
机械结构工程师,佛山市淇特科技有限公司,佛山,南海区,13000,18000,15500.0,10年以上,10,,大专,智能家居,人工智能,负责智能家居模块机械结构设计与优化,机械结构设计、AutoCAD、Pro/E、结构模拟分析、安规认证、机械传动设计、材料工艺,2024-09-30 ,2024-09
供应商开发工程师,艾默生科技资源（西安）有限公司,西安,高新技术产业开发区,6000,8000,7000.0,3-5年,3,,本科,大数据分析,大数据分析,负责供应商管理及采购数据分析工作,供应商管理、成本分析、数据分析、数据库管理、项目协作、英语沟通、Office技能,2024-09-02 ,2024-09
区域销售/城市经理,乐沛兹诊断用品（上海）有限公司,长治,nan,7000,14000,10500.0,5-10年,5,,大专,大数据分析,人工智能,负责区域市场拓展及销售策略制定与客户维护,销售谈判、客户开发与维护、数字营销工具、大数据分析、市场调研与分析、跨部门沟通协调,2024-05-05 ,2024-05
算法工程师,佛山市禅城区燕归来了科技中心,上海,闵行区,20000,30000,25000.0,无经验要求,,,硕士,机器学习、深度学习、语音识别、知识图谱、数据挖掘、图像识别、人工智能、特征提取、神经网络、强化学习,人工智能,参与算法开发及项目完结结算,Python、机器学习、深度学习、Matlab、C++、数据挖掘、图像识别、神经网络,2024-02-07 ,2024-02
大数据平台开发工程师,兴业数字金融服务（上海）股份有限公司,上海,浦东新区,16000,28000,22000.0,3-5年,3,5,本科,大数据平台,大数据平台,负责大数据平台架构设计与运维优化,分布式存储、Hive、Spark、Flink、Docker、K8s、OLAP查询引擎,2024-03-28 ,2024-03
大数据开发工程师,南京中新赛克科技有限责任公司,南京,江宁区,15000,25000,20000.0,3-5年,3,5,本科,大数据管理、大数据处理,大数据处理,负责大数据开发及处理，使用Hadoop、Spark等技术,Java、Scala、Hadoop、Flink、Spark、Hive、SQL,2024-02-20 ,2024-02
AI研发工程师,江苏御之膳健康科技集团有限公司,无锡,滨湖区,4000,6000,5000.0,无经验要求,,,硕士,自然语言处理、深度学习,深度学习,负责AI研发项目设计、开发及维护,Python、深度学习、自然语言处理、算法实现、系统优化、代码审查、项目管理,2024-08-22 ,2024-08
医学图像处理工程师,南京炽影医疗科技有限公司,南京,雨花台区,8000,10000,9000.0,3-5年,3,,本科,特征提取,人工智能,开发医学图像处理软件，解决影像领域问题,C#、C++、ITK、VTK、DICOM处理、特征提取、算法优化、团队协作,2024-10-10 ,2024-10
搜索算法专家,北京三快在线科技有限公司,北京,朝阳区,30000,50000,40000.0,无经验要求,,,本科,语音交互、机器学习、深度学习、数据挖掘、自然语言处理,机器学习,优化搜索体验，应用机器学习与自然语言处理技术,自然语言处理、机器学习、深度学习、数据挖掘、Python、Tensorflow、PyTorch,2024-03-28 ,2024-03
商业分析师（贷中策略）,上海耳序信息技术有限公司,上海,浦东新区,16000,23000,19500.0,1-3年,1,3,本科,数据挖掘,数据挖掘,数据驱动决策，优化贷款风险策略,数据挖掘、SQL、Python、Excel、数据分析、风险策略、团队协作、产品优化,2024-03-22 ,2024-03
AI产品经理,厦门美图之家科技有限公司,厦门,同安区,15000,18000,16500.0,3-5年,3,5,本科,AI产品、ai产品,AI产品,负责AIGC产品规划与用户体验优化,AIGC产品经验、审美能力、设计趋势敏感、AIGC工具使用、用户需求分析、沟通协作能力,2024-03-28 ,2024-03
网络维护工程师,中国电信股份有限公司安徽分公司,淮南,nan,8000,16000,12000.0,实习/应届,,,本科,云计算,云计算,负责网络维护及云计算平台管理,IP网络、通信技术、云计算、故障处理、系统部署、网络安全、通信保障,2024-08-20 ,2024-08
高级视觉软件算法工程师,东莞触点智能装备有限公司,东莞,松山湖区,30000,40000,35000.0,10年以上,10,,硕士,模式识别、特征提取、特征识别,模式识别,高精密视觉系统算法开发与优化,图像处理、特征识别、误差分析、相机选型、C++、Halcon、光学系统校准、算法开发,2024-08-14 ,2024-08
新能源及输变电运维员,远景能源有限公司,赤峰,元宝山区,6000,10000,8000.0,3-5年,3,,大专,大数据分析,大数据分析,新能源及输变电设备运维与大数据分析,新能源设备运维、输变电设备维护、安全规程执行、故障抢修、大数据分析、电气图纸理解、团队协作,2024-08-19 ,2024-08
平面设计,深圳市思博科创有限公司,深圳,南山区,5000,8000,6500.0,3-5年,3,4,大专,人工智能,人工智能,负责产品设计、包装创意及宣传设计工作,AI人工智能、Photoshop、CorelDraw、Illustrator、创意设计、色彩搭配、审美观,2024-09-30 ,2024-09
点云算法工程师,武汉港迪技术股份有限公司,武汉,江夏区,15000,30000,22500.0,1-3年,1,3,硕士,特征提取,人工智能,负责点云处理算法研发及工业应用,点云特征提取、配准、分割、识别、标定算法、点云处理,2024-05-06 ,2024-05
风控算法工程师（广告）,上海米哈游网络科技股份有限公司,上海,徐汇区,30000,50000,40000.0,5-10年,5,10,本科,机器学习、深度学习、数据挖掘、大数据平台,机器学习,负责广告风控模型与策略研发,数据挖掘、机器学习、深度学习、Python、SQL、Hadoop、Spark、图神经网络,2024-03-27 ,2024-03
通信技术工程师,中国电信股份有限公司湖南分公司,衡阳,祁东县,8000,16000,12000.0,实习/应届,,,本科,人工智能、云计算,人工智能,通信网络运维与技术支持,网络运维、网络安全管理、核心网技术、无线网优化、客户服务调度、网络资源管理、网管系统管理,2024-08-20 ,2024-08
通信技术工程师,中国电信股份有限公司湖南分公司,衡阳,nan,8000,16000,12000.0,实习/应届,,,本科,人工智能、云计算,人工智能,负责通信网络运维及技术支撑工作,网络运维管理、网络安全管理、核心网技术、网络资源调度、无线网优化、客户服务调度,2024-08-20 ,2024-08
Java大数据开发工程师,上海皖江实业有限公司,苏州,苏州工业园区,12000,18000,15000.0,无经验要求,,,本科,大数据平台,大数据平台,负责数据仓库建设及大数据平台开发工作,Oracle、MySQL、PostgreSQL、SQL Server、Doris、ClickHouse、Java、Python、ETL工具、任务调度工具,2024-07-05 ,2024-07
视觉算法工程师,武汉博奥思精密自动化有限公司,武汉,蔡甸区,10000,18000,14000.0,3-5年,3,4,本科,计算机视觉,计算机视觉,负责图像处理算法设计与优化及技术支持,C/C++、数据结构、计算机视觉算法、图像处理算法、团队合作、沟通能力,2024-09-29 ,2024-09
智能家居店长,四川鼎盛凯华智能科技有限公司,泸州,龙马潭区,8000,15000,11500.0,1-3年,1,,大专,智能家居,人工智能,智能家居门店运营管理及客户销售,全屋智能销售、运营管理、团队管理、市场活动执行、客户谈判、零售洞察力,2024-08-26 ,2024-08
嵌入式软件开发工程师（语音）,深圳市欧瑞博科技股份有限公司,深圳,南山区,30000,45000,37500.0,5-10年,5,,大专,智能家居、语音识别,语音识别,负责智能家居语音全链路设计及开发工作,声学前端处理、语音识别技术、Linux开发、C/C++编程、RTOS开发、网络编程、问题分析解决,2024-12-03 ,2024-12
数字孪生开发工程师,北京兆维电子（集团）有限责任公司,北京,nan,12000,20000,16000.0,3-5年,3,,本科,人工智能、云计算,人工智能,负责数字孪生模型开发与系统实施,Unity3D、C#编程、数字孪生建模、三维引擎、云渲染平台、VR项目开发、HighlightingSystem插件、数字孪生工厂设计,2024-11-22 ,2024-11
Python工程师,广东铭太信息科技有限公司,广州,天河区,8000,12000,10000.0,3-5年,3,5,本科,机器学习,机器学习,参与数据分析与机器学习产品开发,Python、机器学习、数据处理、算法、RPA机器人、Linux、容器技术,2024-03-29 ,2024-03
机械非标设计师,杭州东核能源技术有限公司,杭州,萧山区,16000,18000,17000.0,5-10年,8,,本科,机器人自动化,机器人自动化,非标机械设计及工业自动化方案制定,机械设计、工业自动化、机器人、AUTOCAD、SOLIDWORKS、团队合作,2024-08-08 ,2024-08
自动化PLC工程教师,成都新华高级技工学校有限公司,成都,新津区,8000,12000,10000.0,3-5年,3,4,本科,图像识别,图像识别,负责自动化PLC教学及课程设计,PLC编程、机器视觉、图像识别、自动化控制、电气制图、工业通讯、机器人技术、数据库管理,2024-08-15 ,2024-08
智能化工程师,威马农机股份有限公司,重庆,江津区,16666,25000,20833.0,3-5年,3,,本科,人工智能,人工智能,负责智能化产品设计与开发及项目文档管理,智能化产品开发、电机控制原理、电池包匹配、3D设计软件、项目文档编写、团队协作,2024-09-19 ,2024-09
售后运维工程师,深圳市友华通信技术有限公司,贵阳,观山湖区,6000,8000,7000.0,1-3年,1,3,本科,智能家居,智能家居,负责产品测试、故障处理及客户沟通,产品测试、故障处理、客户沟通、通信技术、智能家居原理,2024-03-18 ,2024-03
院校服务经理,武汉华工智云科技有限公司,武汉,江汉区,7000,9000,8000.0,5-10年,5,10,大专,人工智能,人工智能,负责院校项目交付与服务管理,项目交付、元宇宙内容创作、技术培训、商务文案、服务管理,2024-03-28 ,2024-03
数据开发工程师,南宁驰锐电子有限公司,南宁,nan,12000,14000,13000.0,3-5年,3,,本科,机器学习、数据挖掘、大数据处理、大数据平台,大数据处理,负责大数据平台建设与数据处理优化,大数据平台建设、数据处理流程设计、Hadoop/Spark、SQL优化、数据挖掘、机器学习、数据清洗、数据存储,2024-10-28 ,2024-10
营销和平台运营技术负责人,前锦网络信息技术（上海）有限公司,上海,浦东新区,45000,55000,50000.0,10年以上,10,,本科,机器学习、人工智能,机器学习,负责用户增长及运营平台技术战略与团队管理,数据分析、机器学习、AWS、Azure、Docker、技术创新,2024-03-29 ,2024-03
海外数据分析师,五八同城信息技术有限公司,北京,朝阳区,20000,40000,30000.0,无经验要求,,,本科,机器学习、数据挖掘,机器学习,负责海外广告投放数据分析与优化,SQL、Python、数据建模、统计学、机器学习、广告归因模型,2024-03-28 ,2024-03
深度学习算法工程师(CV方向),成都东方盛行电子有限责任公司,成都,高新区,19000,35000,27000.0,无经验要求,,,硕士,图像识别、深度学习,深度学习,负责图像视频深度学习算法设计与开发优化,深度学习、Python、Tensorflow、Pytorch、C++、图像识别、算法优化、目标检测,2024-03-29 ,2024-03
过程质量工程师,瀚乐电子机械（南京）有限公司,南京,溧水区,8000,10000,9000.0,3-5年,3,,大专,数据挖掘,数据挖掘,负责生产过程质量分析与改进,数据挖掘、质量分析、8D、5M1E、CPK、6-Sigma、Minitab、质量管理体系,2024-08-15 ,2024-08
数字媒体运营岗,广发证券股份有限公司湖北分公司,武汉,江汉区,10000,12000,11000.0,无经验要求,,,硕士,大数据分析,大数据分析,负责数字化运营及客户数据分析工作,大数据分析、数据统计工具、客户画像分析、社群运营、数字化营销、客户分层分类、数据洞察、客户行为分析,2024-03-28 ,2024-03
机器人工程师,上海非夕机器人科技有限公司,惠州,惠城区,8000,15000,11500.0,1-3年,1,2,本科,机器人自动化,机器人自动化,负责自适应机器人应用开发与部署及现场支持,Python、C++、机械臂API、坐标变换、系统思维、机器人调试、API开发,2024-11-25 ,2024-11
质检员,上海非夕机器人科技有限公司,佛山,南海区,6000,8000,7000.0,5-10年,5,,大专,人工智能,人工智能,负责产品品质检验与质量管控工作,QC流程制度、质量手法、QC工具、Office办公软件、ERP、QMS、MES,2024-07-08 ,2024-07
抖音直播运营,青岛鸿得缘商贸有限公司,青岛,李沧区,5000,5500,5250.0,3-5年,3,,大专,数据挖掘,人工智能,负责抖音直播运营及数据分析优化,直播运营、数据分析、跨部门协作、数据挖掘、直播策划、互动引导、策略优化,2024-10-26 ,2024-10
供应链专员,迈克生物股份有限公司,成都,nan,10000,12000,11000.0,5-10年,5,,本科,数据挖掘,数据挖掘,优化供应链计划与库存管理，提升运营效率,Excel、SAP、MRP、数据挖掘、供应链分析,2024-10-23 ,2024-10
数据分析经理,重庆元博振戎电子有限公司,重庆,nan,10000,14000,12000.0,3-5年,1,4,大专,数据挖掘,数据挖掘,制定数据战略并领导团队进行数据挖掘分析,SQL、Python、数据挖掘、Hadoop、Spark、数据可视化、逻辑思维、沟通能力,2024-11-11 ,2024-11
